# BUSCO version is: 4.1.4 
# The lineage dataset is: diptera_odb10 (Creation date: 2020-08-05, number of species: 56, number of BUSCOs: 3285)
# Busco id	Status	Sequence	Score	Length	OrthoDB url	Description
466at7147	Complete	Dbuz02350-RA	3782.2	2060	https://www.orthodb.org/v10?query=466at7147	Serine/threonine-protein kinase TOR
491at7147	Complete	Dbuz00575-RA	1990.6	1889	https://www.orthodb.org/v10?query=491at7147	Huntingtin protein
508at7147	Complete	Dbuz05838-RA	3529.8	2559	https://www.orthodb.org/v10?query=508at7147	Vacuolar protein sorting-associated protein 13
509at7147	Complete	Dbuz04803-RA	4812.2	2090	https://www.orthodb.org/v10?query=509at7147	pre-mRNA-processing-splicing factor 8
516at7147	Complete	Dbuz01428-RA	4342.7	2369	https://www.orthodb.org/v10?query=516at7147	Ubiquitin carboxyl-terminal hydrolase 34
556at7147	Complete	Dbuz12666-RA	3404.4	1987	https://www.orthodb.org/v10?query=556at7147	Ankyrin repeat-containing domain
566at7147	Complete	Dbuz02426-RA	3088.7	1911	https://www.orthodb.org/v10?query=566at7147	chondroitin sulfate proteoglycan 4
591at7147	Complete	Dbuz08569-RA	2402.3	1520	https://www.orthodb.org/v10?query=591at7147	protein pecanex
595at7147	Complete	Dbuz03146-RA	3566.2	2157	https://www.orthodb.org/v10?query=595at7147	HECT domain
597at7147	Complete	Dbuz12744-RA	3063.6	1749	https://www.orthodb.org/v10?query=597at7147	Translational activator gcn1
608at7147	Complete	Dbuz07518-RA	4337.8	2158	https://www.orthodb.org/v10?query=608at7147	EF-hand domain
610at7147	Complete	Dbuz00684-RA	3351.4	1898	https://www.orthodb.org/v10?query=610at7147	Leucine-rich repeat
612at7147	Complete	Dbuz09801-RA	3101.3	1756	https://www.orthodb.org/v10?query=612at7147	CCR4-NOT transcription complex, subunit
626at7147	Complete	Dbuz03900-RA	2444.9	2119	https://www.orthodb.org/v10?query=626at7147	Immunoglobulin-like domain
648at7147	Complete	Dbuz08486-RA	4150.3	2056	https://www.orthodb.org/v10?query=648at7147	Spectrin beta chain
698at7147	Complete	Dbuz04142-RA	4355.6	2280	https://www.orthodb.org/v10?query=698at7147	FERM domain
729at7147	Missing
745at7147	Complete	Dbuz08359-RA	2672.9	1531	https://www.orthodb.org/v10?query=745at7147	EGF-like calcium-binding, conserved site
762at7147	Complete	Dbuz06112-RA	3975.5	2019	https://www.orthodb.org/v10?query=762at7147	dnaJ homolog subfamily C member 13 isoform X1
765at7147	Complete	Dbuz05991-RA	2226.6	1982	https://www.orthodb.org/v10?query=765at7147	small subunit processome component 20 homolog
784at7147	Complete	Dbuz02990-RA	3115.6	1704	https://www.orthodb.org/v10?query=784at7147	Dedicator of cytokinesis
811at7147	Complete	Dbuz05874-RA	3947.8	1908	https://www.orthodb.org/v10?query=811at7147	Acetyl-CoA carboxylase
814at7147	Complete	Dbuz09666-RA	1671.6	1584	https://www.orthodb.org/v10?query=814at7147	serine/threonine-protein kinase Smg1
824at7147	Complete	Dbuz06234-RA	2192.0	1133	https://www.orthodb.org/v10?query=824at7147	Carbamoyl-phosphate synthase small subunit, N-terminal domain
839at7147	Complete	Dbuz00881-RA	1935.9	1380	https://www.orthodb.org/v10?query=839at7147	cadherin-89D
860at7147	Complete	Dbuz05508-RA	1411.6	917	https://www.orthodb.org/v10?query=860at7147	Mediator of RNA polymerase II transcription subunit 13
869at7147	Complete	Dbuz00993-RA	3461.6	1976	https://www.orthodb.org/v10?query=869at7147	protein unc-79 homolog isoform X1
889at7147	Missing
898at7147	Missing
920at7147	Complete	Dbuz04996-RA	3479.2	1772	https://www.orthodb.org/v10?query=920at7147	Glutamate synthase, alpha subunit, C-terminal
967at7147	Complete	Dbuz01571-RA	3352.2	1781	https://www.orthodb.org/v10?query=967at7147	HEAT repeat-containing protein 5B isoform X1
969at7147	Complete	Dbuz09305-RA	1872.8	1853	https://www.orthodb.org/v10?query=969at7147	uncharacterized protein LOC108023667
976at7147	Complete	Dbuz00838-RA	2712.4	1582	https://www.orthodb.org/v10?query=976at7147	endoribonuclease Dcr-1
977at7147	Complete	Dbuz02331-RA	2371.9	1462	https://www.orthodb.org/v10?query=977at7147	laminin subunit beta-1
981at7147	Complete	Dbuz01905-RA	1660.7	870	https://www.orthodb.org/v10?query=981at7147	PDZ domain
1009at7147	Complete	Dbuz10448-RA	2691.3	2561	https://www.orthodb.org/v10?query=1009at7147	apolipophorins
1015at7147	Complete	Dbuz03188-RA	1434.9	1479	https://www.orthodb.org/v10?query=1015at7147	Zinc finger, RanBP2-type
1017at7147	Complete	Dbuz07738-RA	1511.1	1940	https://www.orthodb.org/v10?query=1017at7147	SHARP, RNA recognition motif 2
1064at7147	Complete	Dbuz04798-RA	2451.4	1378	https://www.orthodb.org/v10?query=1064at7147	WD40 repeat
1082at7147	Complete	Dbuz08980-RA	1552.7	1150	https://www.orthodb.org/v10?query=1082at7147	GTPase-activating protein CdGAPr
1099at7147	Complete	Dbuz10352-RA	2335.5	1519	https://www.orthodb.org/v10?query=1099at7147	proteasome-associated protein ECM29 homolog
1122at7147	Complete	Dbuz07923-RA	2157.1	1260	https://www.orthodb.org/v10?query=1122at7147	SNF2-related, N-terminal domain
1142at7147	Complete	Dbuz09642-RA	1917.7	1484	https://www.orthodb.org/v10?query=1142at7147	Nuclear pore complex protein Nup205
1152at7147	Complete	Dbuz11016-RA	1055.3	958	https://www.orthodb.org/v10?query=1152at7147	BTB/POZ domain
1190at7147	Complete	Dbuz00846-RA	3241.4	1726	https://www.orthodb.org/v10?query=1190at7147	activating signal cointegrator 1 complex subunit 3
1204at7147	Complete	Dbuz01874-RA	2408.2	1543	https://www.orthodb.org/v10?query=1204at7147	SNF2-related, N-terminal domain
1216at7147	Complete	Dbuz01995-RA	2795.2	1400	https://www.orthodb.org/v10?query=1216at7147	WD40-repeat-containing domain
1224at7147	Complete	Dbuz00870-RA	3430.5	1795	https://www.orthodb.org/v10?query=1224at7147	DNA polymerase epsilon catalytic subunit
1246at7147	Complete	Dbuz10460-RA	2896.9	1432	https://www.orthodb.org/v10?query=1246at7147	Sec7, C-terminal
1270at7147	Complete	Dbuz02612-RA	2708.5	1282	https://www.orthodb.org/v10?query=1270at7147	neurexin-1 isoform X1
1273at7147	Complete	Dbuz00067-RA	2411.2	1363	https://www.orthodb.org/v10?query=1273at7147	probable Rho GTPase-activating protein CG5521 isoform X1
1288at7147	Complete	Dbuz10052-RA	2969.4	1583	https://www.orthodb.org/v10?query=1288at7147	L(2) long form, putative
1297at7147	Complete	Dbuz06642-RA	1579.0	1643	https://www.orthodb.org/v10?query=1297at7147	nucleoprotein TPR
1314at7147	Complete	Dbuz02728-RA	1691.9	1270	https://www.orthodb.org/v10?query=1314at7147	Regulator of chromosome condensation 1/beta-lactamase-inhibitor protein II
1378at7147	Complete	Dbuz08872-RA	2917.9	1420	https://www.orthodb.org/v10?query=1378at7147	Clathrin heavy chain
1388at7147	Complete	Dbuz12817-RA	1770.1	1049	https://www.orthodb.org/v10?query=1388at7147	Nipped-B protein
1424at7147	Complete	Dbuz01918-RA	1463.2	1444	https://www.orthodb.org/v10?query=1424at7147	FYVE zinc finger
1448at7147	Complete	Dbuz11224-RA	1638.4	1076	https://www.orthodb.org/v10?query=1448at7147	Sushi/SCR/CCP domain
1460at7147	Complete	Dbuz11350-RA	2056.7	1229	https://www.orthodb.org/v10?query=1460at7147	Neuralized
1492at7147	Complete	Dbuz05250-RA	766.8	592	https://www.orthodb.org/v10?query=1492at7147	Armadillo-type fold
1519at7147	Complete	Dbuz01092-RA	1279.6	1381	https://www.orthodb.org/v10?query=1519at7147	ectopic P granules protein 5 homolog
1524at7147	Complete	Dbuz01934-RA	2615.2	1706	https://www.orthodb.org/v10?query=1524at7147	EGF-like calcium-binding, conserved site
1539at7147	Complete	Dbuz10323-RA	2511.2	1259	https://www.orthodb.org/v10?query=1539at7147	WD40-repeat-containing domain
1545at7147	Complete	Dbuz04961-RA	3292.0	1829	https://www.orthodb.org/v10?query=1545at7147	protein KIAA0100
1553at7147	Fragmented	Dbuz12264-RA	332.5	376	https://www.orthodb.org/v10?query=1553at7147	Autophagy-related, C-terminal
1616at7147	Complete	Dbuz11266-RA	2765.9	1807	https://www.orthodb.org/v10?query=1616at7147	protein dopey-1 homolog
1629at7147	Complete	Dbuz07605-RA	2179.4	1560	https://www.orthodb.org/v10?query=1629at7147	WD40-repeat-containing domain
1636at7147	Complete	Dbuz12457-RA	2779.2	1569	https://www.orthodb.org/v10?query=1636at7147	Dedicator of cytokinesis
1674at7147	Complete	Dbuz07493-RA	2634.0	2006	https://www.orthodb.org/v10?query=1674at7147	Nucleosome-remodeling factor subunit NURF301
1712at7147	Complete	Dbuz06843-RA	2970.7	1546	https://www.orthodb.org/v10?query=1712at7147	Immunoglobulin-like domain
1727at7147	Complete	Dbuz09726-RA	2619.3	1356	https://www.orthodb.org/v10?query=1727at7147	Alpha-2-macroglobulin, N-terminal
1738at7147	Complete	Dbuz02670-RA	1829.9	1151	https://www.orthodb.org/v10?query=1738at7147	Thyroglobulin type-1
1739at7147	Complete	Dbuz09724-RA	2386.4	1287	https://www.orthodb.org/v10?query=1739at7147	Protein MON2
1759at7147	Complete	Dbuz11193-RA	1842.0	1124	https://www.orthodb.org/v10?query=1759at7147	DEP domain-containing protein 5 isoform X1
1786at7147	Complete	Dbuz12800-RA	2173.1	1431	https://www.orthodb.org/v10?query=1786at7147	ABC transporter A
1789at7147	Complete	Dbuz02184-RA	812.5	430	https://www.orthodb.org/v10?query=1789at7147	afadin isoform X1
1846at7147	Complete	Dbuz07402-RA	2247.8	1170	https://www.orthodb.org/v10?query=1846at7147	Dbl homology (DH) domain
1858at7147	Complete	Dbuz05165-RA	1946.2	1351	https://www.orthodb.org/v10?query=1858at7147	disks large homolog 5
1898at7147	Complete	Dbuz11549-RA	2053.8	1310	https://www.orthodb.org/v10?query=1898at7147	E3 ubiquitin-protein ligase UBR1
1926at7147	Complete	Dbuz11310-RA	2061.5	1308	https://www.orthodb.org/v10?query=1926at7147	DNA-directed RNA polymerase subunit
1957at7147	Complete	Dbuz06878-RA	2032.1	1256	https://www.orthodb.org/v10?query=1957at7147	Rho GTPase-activating protein domain
1962at7147	Complete	Dbuz12222-RA	569.2	957	https://www.orthodb.org/v10?query=1962at7147	ABC transporter A
1967at7147	Complete	Dbuz06253-RA	1843.2	1330	https://www.orthodb.org/v10?query=1967at7147	anaphase-promoting complex subunit 1
1975at7147	Complete	Dbuz08756-RA	3103.5	1468	https://www.orthodb.org/v10?query=1975at7147	Voltage-gated ion channel
2004at7147	Complete	Dbuz03031-RA	429.5	251	https://www.orthodb.org/v10?query=2004at7147	PH-like domain superfamily
2027at7147	Complete	Dbuz07497-RA	1223.1	882	https://www.orthodb.org/v10?query=2027at7147	Sterile alpha motif domain
2048at7147	Complete	Dbuz11123-RA	3176.5	1742	https://www.orthodb.org/v10?query=2048at7147	Chitin binding domain
2092at7147	Complete	Dbuz06832-RA	1484.8	776	https://www.orthodb.org/v10?query=2092at7147	zinc finger SWIM domain-containing protein 8
2104at7147	Complete	Dbuz08991-RA	2481.2	1565	https://www.orthodb.org/v10?query=2104at7147	Fibronectin type III
2109at7147	Complete	Dbuz02222-RA	1924.2	1169	https://www.orthodb.org/v10?query=2109at7147	WD40/YVTN repeat-like-containing domain superfamily
2118at7147	Complete	Dbuz01875-RA	1825.5	1360	https://www.orthodb.org/v10?query=2118at7147	Cadherin
2164at7147	Complete	Dbuz09874-RA	1353.7	908	https://www.orthodb.org/v10?query=2164at7147	Adenylyl cyclase class-3/4/guanylyl cyclase
2199at7147	Complete	Dbuz01509-RA	2509.5	1468	https://www.orthodb.org/v10?query=2199at7147	myotubularin-related protein 13
2200at7147	Complete	Dbuz06859-RA	2350.9	1191	https://www.orthodb.org/v10?query=2200at7147	DNA-directed RNA polymerase subunit
2213at7147	Complete	Dbuz00636-RA	1801.7	1180	https://www.orthodb.org/v10?query=2213at7147	eIF-2-alpha kinase GCN2
2232at7147	Complete	Dbuz08751-RA	1754.9	1130	https://www.orthodb.org/v10?query=2232at7147	carboxypeptidase D isoform X1
2233at7147	Complete	Dbuz11448-RA	2665.8	1273	https://www.orthodb.org/v10?query=2233at7147	dual oxidase
2249at7147	Complete	Dbuz09844-RA	1943.1	1475	https://www.orthodb.org/v10?query=2249at7147	nucleoporin NUP188 homolog
2257at7147	Complete	Dbuz12726-RA	773.9	741	https://www.orthodb.org/v10?query=2257at7147	Zinc finger C2H2 superfamily
2273at7147	Complete	Dbuz04605-RA	2177.2	1220	https://www.orthodb.org/v10?query=2273at7147	Ankyrin repeat-containing domain
2274at7147	Complete	Dbuz08917-RA	1909.1	1132	https://www.orthodb.org/v10?query=2274at7147	Immunoglobulin-like domain
2293at7147	Complete	Dbuz04751-RA	2740.8	1375	https://www.orthodb.org/v10?query=2293at7147	Kinesin
2302at7147	Complete	Dbuz08048-RA	1969.5	1209	https://www.orthodb.org/v10?query=2302at7147	Cadherin
2306at7147	Complete	Dbuz05035-RA	1486.5	975	https://www.orthodb.org/v10?query=2306at7147	Leucine-rich repeat
2315at7147	Complete	Dbuz04329-RA	918.7	726	https://www.orthodb.org/v10?query=2315at7147	Ubiquitin specific protease, conserved site
2334at7147	Complete	Dbuz06428-RA	1506.2	859	https://www.orthodb.org/v10?query=2334at7147	Tyrosine-protein kinase receptor
2361at7147	Complete	Dbuz01565-RA	1720.5	1117	https://www.orthodb.org/v10?query=2361at7147	DNA polymerase
2377at7147	Complete	Dbuz05186-RA	1444.8	1141	https://www.orthodb.org/v10?query=2377at7147	nuclear pore complex protein Nup160 homolog
2383at7147	Fragmented	Dbuz07093-RA	640.9	296	https://www.orthodb.org/v10?query=2383at7147	Ankyrin repeat-containing domain
2390at7147	Complete	Dbuz09627-RA	2151.4	1269	https://www.orthodb.org/v10?query=2390at7147	Leucine-rich repeat
2407at7147	Complete	Dbuz06813-RA	1559.8	989	https://www.orthodb.org/v10?query=2407at7147	guanine nucleotide exchange factor subunit Rich
2421at7147	Complete	Dbuz00425-RA	2117.8	1071	https://www.orthodb.org/v10?query=2421at7147	protein mesh isoform X1
2437at7147	Complete	Dbuz05255-RA	1116.3	584	https://www.orthodb.org/v10?query=2437at7147	Immunoglobulin-like domain
2459at7147	Complete	Dbuz09282-RA	2141.9	1148	https://www.orthodb.org/v10?query=2459at7147	transient receptor potential cation channel trpm isoform X1
2483at7147	Complete	Dbuz11225-RA	1553.5	1051	https://www.orthodb.org/v10?query=2483at7147	WD40 repeat
2497at7147	Complete	Dbuz09414-RA	2076.8	1391	https://www.orthodb.org/v10?query=2497at7147	integrator complex subunit 1
2501at7147	Complete	Dbuz02458-RA	2119.5	1413	https://www.orthodb.org/v10?query=2501at7147	WD40-repeat-containing domain
2540at7147	Complete	Dbuz06175-RA	1165.4	591	https://www.orthodb.org/v10?query=2540at7147	Ferric reductase, NAD binding domain
2590at7147	Complete	Dbuz04038-RA	1027.8	789	https://www.orthodb.org/v10?query=2590at7147	Ubiquitin-conjugating enzyme E2
2598at7147	Complete	Dbuz01072-RA	1453.5	931	https://www.orthodb.org/v10?query=2598at7147	Unconventional myosin 95e isoform
2625at7147	Complete	Dbuz03225-RA	1807.0	1060	https://www.orthodb.org/v10?query=2625at7147	Zinc finger, RING/FYVE/PHD-type
2656at7147	Missing
2661at7147	Complete	Dbuz11469-RA	1453.2	1023	https://www.orthodb.org/v10?query=2661at7147	Leucine-rich repeat
2687at7147	Complete	Dbuz06903-RA	2138.0	1292	https://www.orthodb.org/v10?query=2687at7147	Rab3 GDP-GTP exchange factor, isoform G
2714at7147	Missing
2750at7147	Complete	Dbuz03608-RA	2225.3	1082	https://www.orthodb.org/v10?query=2750at7147	WD40/YVTN repeat-like-containing domain superfamily
2752at7147	Complete	Dbuz10308-RA	2111.2	1022	https://www.orthodb.org/v10?query=2752at7147	Phosphorylase b kinase regulatory subunit
2768at7147	Complete	Dbuz04450-RA	2263.0	1319	https://www.orthodb.org/v10?query=2768at7147	Laminin, N-terminal
2780at7147	Complete	Dbuz09931-RA	1693.5	1048	https://www.orthodb.org/v10?query=2780at7147	trafficking protein particle complex subunit 8
2789at7147	Complete	Dbuz01937-RA	1059.3	969	https://www.orthodb.org/v10?query=2789at7147	protein RRP5 homolog
2817at7147	Complete	Dbuz03403-RA	2524.4	2240	https://www.orthodb.org/v10?query=2817at7147	WD40-repeat-containing domain
2831at7147	Complete	Dbuz01996-RA	3697.5	2069	https://www.orthodb.org/v10?query=2831at7147	Microtubule associated protein xmap215
2841at7147	Complete	Dbuz02367-RA	1043.4	800	https://www.orthodb.org/v10?query=2841at7147	Leucine-rich repeat
2843at7147	Fragmented	Dbuz04956-RA	1177.9	674	https://www.orthodb.org/v10?query=2843at7147	trafficking protein particle complex subunit 11
2889at7147	Fragmented	Dbuz10485-RA	1218.6	682	https://www.orthodb.org/v10?query=2889at7147	protein brunelleschi
2891at7147	Complete	Dbuz00805-RA	2090.1	1062	https://www.orthodb.org/v10?query=2891at7147	myosin heavy chain 95F isoform X1
2918at7147	Complete	Dbuz12170-RA	2183.1	1211	https://www.orthodb.org/v10?query=2918at7147	Sec7 domain
2948at7147	Missing
2953at7147	Complete	Dbuz00668-RA	2525.3	1423	https://www.orthodb.org/v10?query=2953at7147	Ankyrin repeat-containing domain
2987at7147	Complete	Dbuz01385-RA	2102.4	1302	https://www.orthodb.org/v10?query=2987at7147	High mobility group box domain
3013at7147	Complete	Dbuz09777-RA	330.7	881	https://www.orthodb.org/v10?query=3013at7147	Sperm-tail PG-rich repeat
3067at7147	Complete	Dbuz11495-RA	1615.1	928	https://www.orthodb.org/v10?query=3067at7147	voltage-dependent calcium channel subunit alpha-2/delta-3
3077at7147	Complete	Dbuz03052-RA	1402.8	1312	https://www.orthodb.org/v10?query=3077at7147	Protein SOGA
3078at7147	Complete	Dbuz07989-RA	2288.5	1282	https://www.orthodb.org/v10?query=3078at7147	Glycogen debranching enzyme
3095at7147	Fragmented	Dbuz01661-RA	1172.2	648	https://www.orthodb.org/v10?query=3095at7147	Diacylglycerol kinase
3096at7147	Complete	Dbuz00824-RA	2521.0	1574	https://www.orthodb.org/v10?query=3096at7147	cadherin-23
3107at7147	Complete	Dbuz06631-RA	1851.0	1066	https://www.orthodb.org/v10?query=3107at7147	Mediator of RNA polymerase II transcription subunit 23
3153at7147	Complete	Dbuz01473-RA	1720.2	983	https://www.orthodb.org/v10?query=3153at7147	Mitogen activated protein kinase kinase kinase 5, mapkkk5, mekk5
3183at7147	Complete	Dbuz10542-RA	1354.3	848	https://www.orthodb.org/v10?query=3183at7147	type I inositol 3,4-bisphosphate 4-phosphatase
3196at7147	Complete	Dbuz01652-RA	1408.4	719	https://www.orthodb.org/v10?query=3196at7147	Diacylglycerol kinase
3208at7147	Complete	Dbuz03794-RA	1505.0	882	https://www.orthodb.org/v10?query=3208at7147	WD40-repeat-containing domain
3236at7147	Complete	Dbuz06597-RA	1408.2	824	https://www.orthodb.org/v10?query=3236at7147	Paired amphipathic helix
3250at7147	Complete	Dbuz02428-RA	2040.0	1063	https://www.orthodb.org/v10?query=3250at7147	Haem peroxidase
3264at7147	Complete	Dbuz02598-RA	1593.8	1042	https://www.orthodb.org/v10?query=3264at7147	Leucine-rich repeat
3275at7147	Complete	Dbuz09796-RA	1874.0	1361	https://www.orthodb.org/v10?query=3275at7147	plectin isoform X1
3283at7147	Complete	Dbuz11373-RA	1796.3	1313	https://www.orthodb.org/v10?query=3283at7147	tuberin
3371at7147	Complete	Dbuz08160-RA	2680.8	1510	https://www.orthodb.org/v10?query=3371at7147	Sec7 domain
3394at7147	Complete	Dbuz12840-RA	1556.6	935	https://www.orthodb.org/v10?query=3394at7147	Ankyrin repeat-containing domain
3420at7147	Complete	Dbuz12530-RA	2486.4	1376	https://www.orthodb.org/v10?query=3420at7147	Low-density lipoprotein (LDL) receptor class A, conserved site
3422at7147	Complete	Dbuz10720-RA	1770.2	954	https://www.orthodb.org/v10?query=3422at7147	protein retinal degeneration B isoform X1
3429at7147	Complete	Dbuz10178-RA	1557.8	881	https://www.orthodb.org/v10?query=3429at7147	Ras guanine-nucleotide exchange factor catalytic domain superfamily
3440at7147	Complete	Dbuz01079-RA	2579.8	1637	https://www.orthodb.org/v10?query=3440at7147	rootletin
3442at7147	Complete	Dbuz02995-RA	1881.6	998	https://www.orthodb.org/v10?query=3442at7147	Aminoacyl-tRNA synthetase, class Ia
3445at7147	Complete	Dbuz09974-RA	2139.8	1251	https://www.orthodb.org/v10?query=3445at7147	UDP-glucose:glycoprotein glucosyltransferase
3469at7147	Complete	Dbuz04788-RA	1772.0	1058	https://www.orthodb.org/v10?query=3469at7147	K Homology domain, type 1
3500at7147	Complete	Dbuz06887-RA	520.7	2389	https://www.orthodb.org/v10?query=3500at7147	protein lava lamp
3505at7147	Complete	Dbuz04132-RA	2068.2	1040	https://www.orthodb.org/v10?query=3505at7147	neurexin-4 isoform X1
3510at7147	Complete	Dbuz00829-RA	1156.0	916	https://www.orthodb.org/v10?query=3510at7147	EGF-like, conserved site
3521at7147	Complete	Dbuz07429-RA	1999.3	1042	https://www.orthodb.org/v10?query=3521at7147	WD40-repeat-containing domain
3551at7147	Complete	Dbuz01165-RA	1064.3	620	https://www.orthodb.org/v10?query=3551at7147	Guanylate cyclase
3553at7147	Complete	Dbuz03385-RA	2313.4	1329	https://www.orthodb.org/v10?query=3553at7147	Transcription initiation factor TFIID subunit
3556at7147	Complete	Dbuz08758-RA	1441.0	998	https://www.orthodb.org/v10?query=3556at7147	Zinc finger, PHD-type
3560at7147	Complete	Dbuz09287-RA	786.0	525	https://www.orthodb.org/v10?query=3560at7147	Rab-GTPase-TBC domain
3562at7147	Complete	Dbuz04950-RA	984.3	756	https://www.orthodb.org/v10?query=3562at7147	Immunoglobulin-like domain
3585at7147	Complete	Dbuz09231-RA	1531.2	1013	https://www.orthodb.org/v10?query=3585at7147	Condensin complex subunit 1
3601at7147	Complete	Dbuz00654-RA	1624.4	985	https://www.orthodb.org/v10?query=3601at7147	WD40-repeat-containing domain
3605at7147	Complete	Dbuz08715-RA	1272.1	746	https://www.orthodb.org/v10?query=3605at7147	Cyclic nucleotide-binding, conserved site
3644at7147	Complete	Dbuz10338-RA	2138.1	1220	https://www.orthodb.org/v10?query=3644at7147	cleavage and polyadenylation specificity factor subunit 1
3647at7147	Complete	Dbuz02241-RA	1636.5	937	https://www.orthodb.org/v10?query=3647at7147	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
3679at7147	Complete	Dbuz07810-RA	1769.6	988	https://www.orthodb.org/v10?query=3679at7147	Cation-transporting ATPase
3700at7147	Complete	Dbuz04617-RA	764.2	762	https://www.orthodb.org/v10?query=3700at7147	tRNA (guanine-N(7)-)-methyltransferase
3707at7147	Complete	Dbuz10536-RA	1530.6	973	https://www.orthodb.org/v10?query=3707at7147	rapamycin-insensitive companion of mTOR
3716at7147	Complete	Dbuz06866-RA	2748.8	1598	https://www.orthodb.org/v10?query=3716at7147	Transcription elongation factor spt6
3724at7147	Complete	Dbuz04519-RA	1403.4	776	https://www.orthodb.org/v10?query=3724at7147	ring canal kelch protein
3746at7147	Complete	Dbuz04836-RA	1198.5	1102	https://www.orthodb.org/v10?query=3746at7147	formin-J
3753at7147	Complete	Dbuz05915-RA	2091.6	982	https://www.orthodb.org/v10?query=3753at7147	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
3786at7147	Complete	Dbuz12826-RA	1762.0	1235	https://www.orthodb.org/v10?query=3786at7147	maestro heat-like repeat-containing protein family member 1
3789at7147	Complete	Dbuz12430-RA	950.8	892	https://www.orthodb.org/v10?query=3789at7147	C2 domain
3831at7147	Complete	Dbuz02234-RA	1146.3	943	https://www.orthodb.org/v10?query=3831at7147	FERM domain
3841at7147	Complete	Dbuz12166-RA	1510.8	901	https://www.orthodb.org/v10?query=3841at7147	serine/threonine-protein kinase 10 isoform X1
3842at7147	Complete	Dbuz03824-RA	1211.8	962	https://www.orthodb.org/v10?query=3842at7147	FANCI solenoid 2 domain
3861at7147	Complete	Dbuz01248-RA	1591.5	904	https://www.orthodb.org/v10?query=3861at7147	helicase SKI2W
3868at7147	Complete	Dbuz12818-RA	779.6	375	https://www.orthodb.org/v10?query=3868at7147	cytosolic carboxypeptidase NnaD isoform X1
3869at7147	Complete	Dbuz03846-RA	757.8	840	https://www.orthodb.org/v10?query=3869at7147	Paired amphipathic helix
3884at7147	Complete	Dbuz06702-RA	1318.1	1018	https://www.orthodb.org/v10?query=3884at7147	Sterile alpha motif domain
3915at7147	Complete	Dbuz11755-RA	2150.1	1287	https://www.orthodb.org/v10?query=3915at7147	FERM domain
