# BUSCO version is: 5.4.6 
# The lineage dataset is: eukaryota_odb10 (Creation date: 2020-09-10, number of genomes: 70, number of BUSCOs: 255)
# Busco id	Status	Sequence	Score	Length
855834at2759	Complete	DALD000876-1.p1	193.5	319
858842at2759	Duplicated	DALD001831-1.p1	240.6	321
858842at2759	Duplicated	DALD012676-1.p1	240.6	321
865202at2759	Complete	DALD000785-1.p1	198.2	204
866359at2759	Missing
869548at2759	Complete	DALD008157-1.p1	231.8	193
878143at2759	Complete	DALD000062-1.p1	388.6	308
887370at2759	Complete	DALD003847-1.p1	330.9	349
891751at2759	Complete	DALD007119-1.p1	236.1	187
898782at2759	Complete	DALD012002-1.p1	305.4	277
901894at2759	Complete	DALD007070-1.p1	313.9	330
905026at2759	Complete	DALD000848-1.p1	351.2	383
911863at2759	Complete	DALD005148-1.p1	237.6	210
917326at2759	Complete	DALD013885-1.p1	469.8	440
918816at2759	Complete	DALD010702-1.p1	171.8	225
919955at2759	Complete	DALD004898-1.p1	268.2	260
923657at2759	Complete	DALD016012-1.p1	162.0	172
924753at2759	Complete	DALD004388-1.p1	201.6	209
931188at2759	Complete	DALD002093-1.p1	491.7	342
937275at2759	Complete	DALD001558-1.p1	70.7	87
937686at2759	Complete	DALD008752-1.p1	404.1	339
939345at2759	Complete	DALD001404-1.p1	118.3	120
944899at2759	Complete	DALD015824-1.p1	373.7	240
946128at2759	Complete	DALD013801-1.p1	499.4	467
956854at2759	Complete	DALD007409-1.p1	189.7	178
973442at2759	Complete	DALD000335-1.p1	147.8	190
974865at2759	Duplicated	DALD005705-1.p1	228.5	227
974865at2759	Duplicated	DALD007224-1.p1	225.1	227
975158at2759	Complete	DALD002031-1.p1	240.9	275
975557at2759	Complete	DALD002581-1.p1	584.3	584
976469at2759	Complete	DALD013878-1.p1	203.2	236
981902at2759	Complete	DALD004098-1.p1	197.9	233
996662at2759	Complete	DALD011851-1.p1	191.6	212
1001705at2759	Complete	DALD004862-1.p1	293.4	269
1003258at2759	Missing
1010730at2759	Complete	DALD008017-1.p1	413.8	261
1014314at2759	Complete	DALD003393-1.p1	243.4	214
1018517at2759	Complete	DALD013300-1.p1	304.0	210
1019762at2759	Complete	DALD005084-1.p1	341.7	368
1025450at2759	Complete	DALD001040-1.p1	247.8	303
1030907at2759	Complete	DALD008161-1.p1	298.7	280
1032689at2759	Complete	DALD004221-1.p1	183.4	148
1038775at2759	Complete	DALD007438-1.p1	186.2	202
1041560at2759	Complete	DALD004972-2.p1	255.6	321
1049599at2759	Complete	DALD014719-1.p1	387.8	356
1051021at2759	Complete	DALD001759-1.p1	348.5	321
1053181at2759	Complete	DALD010489-1.p1	32.2	118
1057950at2759	Complete	DALD004609-1.p1	304.1	227
1065019at2759	Complete	DALD015306-1.p1	316.8	250
1076134at2759	Complete	DALD001070-1.p1	271.0	185
1079130at2759	Complete	DALD013448-1.p1	346.7	251
1079827at2759	Complete	DALD011531-1.p1	364.8	223
1085752at2759	Complete	DALD012018-1.p1	234.5	275
1087488at2759	Complete	DALD004283-1.p1	248.3	285
1090038at2759	Complete	DALD015545-1.p1	170.7	134
1094121at2759	Missing
1096688at2759	Complete	DALD008985-1.p1	322.9	213
1106766at2759	Complete	DALD004624-2.p1	190.8	193
1107630at2759	Complete	DALD012151-1.p1	291.0	209
1108845at2759	Complete	DALD003292-1.p1	506.4	330
1111142at2759	Complete	DALD003300-1.p1	260.8	257
1112002at2759	Complete	DALD015447-1.p1	378.3	532
1115196at2759	Complete	DALD000194-2.p1	384.7	306
1128607at2759	Complete	DALD000326-1.p1	365.1	251
1129824at2759	Complete	DALD005613-1.p1	124.2	131
1138059at2759	Complete	DALD003833-1.p1	316.7	208
1157302at2759	Missing
1161199at2759	Duplicated	DALD006939-1.p1	110.8	135
1161199at2759	Duplicated	DALD011699-1.p1	110.8	135
1173229at2759	Complete	DALD004866-1.p1	136.3	237
1178688at2759	Complete	DALD002645-1.p1	127.7	176
1182451at2759	Complete	DALD003548-1.p1	141.6	166
1193442at2759	Duplicated	DALD001024-1.p1	339.4	261
1193442at2759	Duplicated	DALD003579-1.p1	339.4	261
1193442at2759	Duplicated	DALD013498-1.p1	339.4	261
1194691at2759	Complete	DALD000772-1.p1	386.6	275
1194797at2759	Complete	DALD012466-1.p1	459.5	420
1197019at2759	Complete	DALD011233-1.p1	158.6	157
1200489at2759	Complete	DALD002809-1.p1	105.4	129
1217666at2759	Missing
1220881at2759	Complete	DALD005274-1.p1	136.4	148
1222562at2759	Complete	DALD002644-1.p1	165.2	115
1223488at2759	Complete	DALD009051-1.p1	79.5	111
1228942at2759	Complete	DALD006738-1.p1	186.7	162
1233814at2759	Complete	DALD005363-1.p1	229.9	154
1236198at2759	Duplicated	DALD000023-1.p1	205.9	125
1236198at2759	Duplicated	DALD002527-1.p1	204.8	125
1247641at2759	Complete	DALD015142-1.p1	147.8	164
1248958at2759	Complete	DALD012171-1.p1	656.2	615
1249159at2759	Duplicated	DALD000951-1.p1	142.7	146
1249159at2759	Duplicated	DALD007099-1.p1	142.6	146
1251252at2759	Complete	DALD007934-1.p1	91.5	82
1257440at2759	Complete	DALD011008-1.p1	171.7	122
1258856at2759	Complete	DALD003781-1.p1	521.8	588
1259741at2759	Complete	DALD005179-1.p1	394.4	215
1260807at2759	Complete	DALD003845-2.p1	272.3	221
1264469at2759	Duplicated	DALD008813-1.p1	173.8	152
1264469at2759	Duplicated	DALD009045-1.p1	173.8	152
1266231at2759	Complete	DALD009413-1.p1	276.5	188
1269244at2759	Complete	DALD012043-1.p1	74.9	105
1269649at2759	Complete	DALD003663-1.p1	279.2	166
1275837at2759	Complete	DALD013169-1.p1	406.2	243
1284731at2759	Complete	DALD007841-1.p1	105.0	115
1287094at2759	Complete	DALD010395-1.p1	160.2	127
1287401at2759	Missing
1291729at2759	Complete	DALD009435-1.p1	64.7	107
1304061at2759	Complete	DALD003653-1.p1	178.4	135
1309031at2759	Complete	DALD006557-1.p1	309.1	350
1312453at2759	Complete	DALD008132-1.p1	648.5	639
1314980at2759	Complete	DALD003998-1.p1	545.8	507
1322299at2759	Duplicated	DALD011709-1.p1	388.8	377
1322299at2759	Duplicated	DALD011913-1.p1	388.8	377
1322642at2759	Complete	DALD003151-1.p1	182.4	156
1323575at2759	Duplicated	DALD009701-1.p1	170.0	113
1323575at2759	Duplicated	DALD010537-1.p1	157.9	112
1324510at2759	Complete	DALD010668-1.p1	294.2	287
1338131at2759	Missing
1339553at2759	Complete	DALD011547-1.p1	231.1	267
1342242at2759	Duplicated	DALD015594-1.p1	181.5	186
1342242at2759	Duplicated	DALD013327-1.p1	179.4	172
1342242at2759	Duplicated	DALD012690-1.p1	179.4	172
1346165at2759	Complete	DALD013983-1.p1	328.7	299
1346432at2759	Complete	DALD013552-1.p1	103.7	165
1348942at2759	Complete	DALD014918-1.p1	122.8	167
1355894at2759	Complete	DALD003605-2.p1	216.8	141
1358374at2759	Complete	DALD012565-1.p1	270.6	204
1364586at2759	Complete	DALD007837-1.p1	113.2	155
1370285at2759	Duplicated	DALD002976-1.p1	395.9	413
1370285at2759	Duplicated	DALD011421-1.p1	360.8	372
1370304at2759	Complete	DALD013625-1.p1	296.8	498
1377237at2759	Complete	DALD003706-1.p1	147.7	138
1379600at2759	Complete	DALD005316-1.p1	452.5	502
1380409at2759	Complete	DALD008436-1.p1	179.7	133
1382842at2759	Missing
1395649at2759	Complete	DALD005093-1.p1	93.2	130
1398309at2759	Complete	DALD000067-1.p1	85.0	108
1404162at2759	Complete	DALD000789-1.p1	201.3	195
1405073at2759	Duplicated	DALD003112-1.p1	225.4	158
1405073at2759	Duplicated	DALD006693-1.p1	225.4	158
1405146at2759	Complete	DALD004407-1.p1	138.0	137
1407446at2759	Complete	DALD001835-1.p1	62.9	116
1421503at2759	Complete	DALD007314-1.p1	197.6	111
1423847at2759	Complete	DALD007558-1.p1	272.6	274
1426075at2759	Complete	DALD010540-1.p1	102.7	96
1428265at2759	Complete	DALD016064-1.p1	203.7	207
1428854at2759	Complete	DALD002231-1.p1	448.2	491
1430056at2759	Complete	DALD000514-1.p1	110.5	131
1432328at2759	Complete	DALD002466-1.p1	271.4	172
1434266at2759	Complete	DALD004220-1.p1	129.4	134
1440961at2759	Complete	DALD004947-1.p1	89.8	180
1441854at2759	Complete	DALD006301-1.p1	251.2	211
1442062at2759	Complete	DALD000211-1.p1	126.7	213
1445102at2759	Complete	DALD006152-1.p1	289.8	191
1450538at2759	Complete	DALD011176-1.p1	175.8	168
1454155at2759	Complete	DALD002617-1.p1	80.5	127
1455730at2759	Complete	DALD000759-1.p1	465.0	353
1459797at2759	Complete	DALD001258-1.p1	67.2	96
1474000at2759	Complete	DALD014987-2.p1	115.6	169
1479417at2759	Complete	DALD003662-1.p1	300.9	176
1488235at2759	Complete	DALD001816-1.p1	168.2	139
1488436at2759	Complete	DALD006883-1.p1	125.6	62
1490022at2759	Duplicated	DALD011029-1.p1	223.3	168
1490022at2759	Duplicated	DALD007496-1.p1	194.4	169
1504863at2759	Missing
1513531at2759	Duplicated	DALD005926-1.p1	288.5	211
1513531at2759	Duplicated	DALD008530-1.p1	288.5	211
1525971at2759	Duplicated	DALD000522-1.p1	107.8	79
1525971at2759	Duplicated	DALD009965-1.p1	107.8	79
1526152at2759	Complete	DALD010358-1.p1	106.7	85
1530008at2759	Complete	DALD009582-1.p1	126.3	88
1538526at2759	Duplicated	DALD010817-1.p1	82.4	93
1538526at2759	Duplicated	DALD013494-1.p1	82.4	93
1545004at2759	Complete	DALD012287-1.p1	67.9	72
1552706at2759	Complete	DALD016065-1.p1	105.4	92
1558822at2759	Missing
1563319at2759	Complete	DALD003756-1.p1	114.2	136
1567796at2759	Complete	DALD008877-1.p1	142.9	132
1575179at2759	Complete	DALD013450-1.p1	47.0	57
1576404at2759	Complete	DALD000666-1.p1	139.0	166
1588798at2759	Complete	DALD007218-1.p1	111.8	97
1593937at2759	Complete	DALD015414-1.p1	106.9	151
1617752at2759	Missing
1620056at2759	Complete	DALD010373-1.p1	72.9	87
1623701at2759	Complete	DALD010035-1.p1	133.3	90
1626636at2759	Complete	DALD011128-1.p1	123.1	124
1633672at2759	Missing
1645187at2759	Duplicated	DALD001884-1.p1	49.3	54
1645187at2759	Duplicated	DALD005585-1.p1	49.3	54
