# BUSCO version is: 5.4.6 
# The lineage dataset is: eukaryota_odb10 (Creation date: 2020-09-10, number of genomes: 70, number of BUSCOs: 255)
# Busco id	Status	Sequence	Score	Length
751335at2759	Complete	FBpp0225563	286.9	268
759498at2759	Complete	FBpp0236663	572.3	419
761109at2759	Complete	FBpp0234490	433.4	391
768809at2759	Complete	FBpp0226215	271.0	231
774318at2759	Complete	FBpp0232720	322.5	311
777920at2759	Complete	FBpp0229224	405.7	370
779909at2759	Complete	FBpp0233093	234.4	239
801857at2759	Complete	FBpp0233478	232.8	205
814241at2759	Complete	FBpp0234098	325.6	321
817008at2759	Complete	FBpp0224931	486.1	296
834694at2759	Complete	FBpp0227706	414.1	374
836599at2759	Complete	FBpp0226053	424.9	314
844748at2759	Complete	FBpp0235037	299.3	388
855834at2759	Complete	FBpp0227562	192.0	328
858842at2759	Complete	FBpp0236682	240.1	251
865202at2759	Complete	FBpp0401059	198.9	204
866359at2759	Complete	FBpp0231692	376.8	257
869548at2759	Complete	FBpp0238722	230.5	193
878143at2759	Complete	FBpp0235225	393.0	311
887370at2759	Complete	FBpp0233196	334.5	352
891751at2759	Complete	FBpp0391493	236.2	207
898782at2759	Complete	FBpp0228950	307.1	290
901894at2759	Complete	FBpp0398003	311.7	330
905026at2759	Complete	FBpp0238790	355.2	394
911863at2759	Complete	FBpp0226110	237.8	210
917326at2759	Complete	FBpp0398814	468.6	440
918816at2759	Complete	FBpp0231705	171.1	225
919955at2759	Complete	FBpp0239068	266.2	260
923657at2759	Complete	FBpp0227535	158.2	171
924753at2759	Complete	FBpp0224849	202.9	209
931188at2759	Complete	FBpp0393955	491.8	342
937275at2759	Complete	FBpp0230179	73.8	85
937686at2759	Complete	FBpp0237747	403.1	337
939345at2759	Complete	FBpp0236410	117.6	120
944899at2759	Complete	FBpp0234045	374.8	240
946128at2759	Complete	FBpp0236422	498.5	467
956854at2759	Complete	FBpp0225011	192.6	176
973442at2759	Complete	FBpp0400861	151.5	194
974865at2759	Complete	FBpp0236959	228.7	227
975158at2759	Complete	FBpp0232928	242.1	275
975557at2759	Complete	FBpp0227324	582.5	585
976469at2759	Complete	FBpp0224550	202.5	236
981902at2759	Complete	FBpp0226038	199.0	232
996662at2759	Complete	FBpp0225722	187.7	218
1001705at2759	Complete	FBpp0228214	293.5	269
1003258at2759	Complete	FBpp0234100	222.3	288
1010730at2759	Complete	FBpp0238418	412.8	261
1014314at2759	Complete	FBpp0228797	241.8	214
1018517at2759	Complete	FBpp0238591	305.5	209
1019762at2759	Complete	FBpp0226108	342.2	366
1025450at2759	Complete	FBpp0226019	254.2	304
1030907at2759	Complete	FBpp0238674	299.7	280
1032689at2759	Complete	FBpp0238331	183.3	147
1038775at2759	Complete	FBpp0237709	186.1	203
1041560at2759	Complete	FBpp0393306	254.6	321
1049599at2759	Complete	FBpp0236864	387.6	356
1051021at2759	Complete	FBpp0228154	336.9	321
1053181at2759	Complete	FBpp0224530	31.8	183
1057950at2759	Complete	FBpp0225221	300.2	227
1065019at2759	Complete	FBpp0234383	312.6	250
1076134at2759	Complete	FBpp0231515	269.5	185
1079130at2759	Complete	FBpp0231303	349.1	256
1079827at2759	Complete	FBpp0236249	360.7	223
1085752at2759	Complete	FBpp0228956	233.5	269
1087488at2759	Complete	FBpp0237547	248.7	311
1090038at2759	Missing
1094121at2759	Complete	FBpp0236244	124.7	130
1096688at2759	Complete	FBpp0229774	324.1	213
1106766at2759	Complete	FBpp0224626	190.9	208
1107630at2759	Complete	FBpp0234987	285.7	209
1108845at2759	Complete	FBpp0228525	506.1	330
1111142at2759	Complete	FBpp0232660	256.6	262
1112002at2759	Complete	FBpp0400590	382.7	569
1115196at2759	Complete	FBpp0235224	380.8	306
1128607at2759	Complete	FBpp0235879	363.8	251
1129824at2759	Complete	FBpp0392215	125.2	130
1138059at2759	Complete	FBpp0225483	316.7	208
1157302at2759	Complete	FBpp0235896	370.7	203
1161199at2759	Complete	FBpp0232751	109.2	135
1173229at2759	Complete	FBpp0224570	132.4	235
1178688at2759	Complete	FBpp0237624	128.0	138
1182451at2759	Complete	FBpp0230187	147.8	168
1193442at2759	Complete	FBpp0230023	337.6	261
1194691at2759	Complete	FBpp0228806	385.3	275
1194797at2759	Complete	FBpp0234992	457.6	420
1197019at2759	Complete	FBpp0227726	160.1	158
1200489at2759	Complete	FBpp0228964	106.4	135
1217666at2759	Complete	FBpp0226684	233.9	177
1220881at2759	Complete	FBpp0232246	134.5	148
1222562at2759	Complete	FBpp0237626	164.6	120
1223488at2759	Complete	FBpp0227406	80.2	113
1228942at2759	Complete	FBpp0224464	192.7	162
1233814at2759	Complete	FBpp0233959	229.9	154
1236198at2759	Duplicated	FBpp0235883	205.1	125
1236198at2759	Duplicated	FBpp0233029	205.0	125
1247641at2759	Complete	FBpp0399955	147.9	177
1248958at2759	Complete	FBpp0236535	656.4	615
1249159at2759	Complete	FBpp0230509	159.2	155
1251252at2759	Complete	FBpp0238942	92.8	90
1257440at2759	Complete	FBpp0230919	172.7	122
1258856at2759	Complete	FBpp0225062	513.9	593
1259741at2759	Complete	FBpp0229136	394.1	215
1260807at2759	Complete	FBpp0231953	273.3	221
1264469at2759	Complete	FBpp0227441	178.2	152
1266231at2759	Complete	FBpp0230781	281.0	188
1269244at2759	Complete	FBpp0228944	89.9	138
1269649at2759	Complete	FBpp0230237	279.1	166
1275837at2759	Complete	FBpp0236014	403.6	243
1284731at2759	Complete	FBpp0237175	102.4	114
1287094at2759	Complete	FBpp0235518	157.4	127
1287401at2759	Complete	FBpp0390801	258.4	162
1291729at2759	Complete	FBpp0399804	64.4	103
1304061at2759	Complete	FBpp0230376	178.2	135
1309031at2759	Complete	FBpp0229764	309.0	405
1312453at2759	Complete	FBpp0238729	643.4	685
1314980at2759	Duplicated	FBpp0225054	169.7	340
1314980at2759	Duplicated	FBpp0225236	155.4	340
1322299at2759	Complete	FBpp0225747	388.4	377
1322642at2759	Complete	FBpp0230535	179.4	163
1323575at2759	Duplicated	FBpp0233354	170.1	113
1323575at2759	Duplicated	FBpp0226886	160.5	112
1324510at2759	Complete	FBpp0229423	291.2	352
1338131at2759	Complete	FBpp0231964	255.0	140
1339553at2759	Complete	FBpp0236076	231.5	254
1342242at2759	Complete	FBpp0237614	182.6	189
1346165at2759	Complete	FBpp0227383	330.1	299
1346432at2759	Complete	FBpp0397187	113.4	156
1348942at2759	Complete	FBpp0232387	120.0	167
1355894at2759	Complete	FBpp0230073	219.5	141
1358374at2759	Complete	FBpp0234927	269.2	203
1364586at2759	Complete	FBpp0231865	114.0	150
1370285at2759	Complete	FBpp0236517	397.7	414
1370304at2759	Complete	FBpp0236554	295.5	494
1377237at2759	Complete	FBpp0230229	148.7	139
1379600at2759	Complete	FBpp0230725	455.3	503
1380409at2759	Missing
1382842at2759	Complete	FBpp0230724	130.1	120
1395649at2759	Complete	FBpp0233571	93.4	130
1398309at2759	Complete	FBpp0235961	83.7	111
1404162at2759	Complete	FBpp0228759	197.8	191
1405073at2759	Complete	FBpp0238005	221.3	158
1405146at2759	Complete	FBpp0237526	141.6	137
1407446at2759	Complete	FBpp0400967	62.9	110
1421503at2759	Duplicated	FBpp0237693	197.5	111
1421503at2759	Duplicated	FBpp0233173	195.2	111
1423847at2759	Complete	FBpp0233262	272.4	274
1426075at2759	Complete	FBpp0227356	102.9	96
1428265at2759	Complete	FBpp0226678	199.9	196
1428854at2759	Complete	FBpp0231097	445.3	496
1430056at2759	Complete	FBpp0228476	110.5	132
1432328at2759	Complete	FBpp0225990	283.7	176
1434266at2759	Complete	FBpp0237733	129.8	134
1440961at2759	Complete	FBpp0224569	89.1	175
1441854at2759	Complete	FBpp0237429	248.6	211
1442062at2759	Complete	FBpp0232512	133.6	207
1445102at2759	Complete	FBpp0232429	289.1	191
1450538at2759	Complete	FBpp0226957	167.8	154
1454155at2759	Complete	FBpp0234545	79.1	134
1455730at2759	Complete	FBpp0233119	460.4	352
1459797at2759	Complete	FBpp0226618	67.3	96
1474000at2759	Complete	FBpp0398680	114.5	171
1479417at2759	Complete	FBpp0230072	300.9	176
1488235at2759	Complete	FBpp0234521	168.6	139
1488436at2759	Complete	FBpp0225523	125.7	62
1490022at2759	Duplicated	FBpp0233108	221.1	168
1490022at2759	Duplicated	FBpp0237713	198.3	169
1504863at2759	Complete	FBpp0225718	174.9	147
1513531at2759	Complete	FBpp0237479	288.1	210
1525971at2759	Complete	FBpp0226735	107.8	79
1526152at2759	Complete	FBpp0235666	107.4	85
1530008at2759	Complete	FBpp0395306	126.9	88
1538526at2759	Complete	FBpp0226012	134.9	104
1545004at2759	Complete	FBpp0230489	111.3	72
1552706at2759	Complete	FBpp0226663	104.1	92
1558822at2759	Complete	FBpp0227148	118.5	66
1563319at2759	Complete	FBpp0225052	114.1	136
1567796at2759	Complete	FBpp0238214	145.3	132
1575179at2759	Complete	FBpp0225560	49.9	55
1576404at2759	Complete	FBpp0233834	138.7	165
1588798at2759	Complete	FBpp0230413	114.9	122
1593937at2759	Complete	FBpp0234357	105.9	175
1617752at2759	Complete	FBpp0236746	137.5	93
1620056at2759	Complete	FBpp0235680	71.4	87
1623701at2759	Complete	FBpp0227977	133.4	90
1626636at2759	Complete	FBpp0226978	124.8	124
1633672at2759	Complete	FBpp0394940	152.0	83
1645187at2759	Complete	FBpp0227069	50.1	59
