# BUSCO version is: 4.1.4 
# The lineage dataset is: diptera_odb10 (Creation date: 2020-08-05, number of species: 56, number of BUSCOs: 3285)
# Busco id	Status	Sequence	Score	Length	OrthoDB url	Description
610at7147	Complete	DkoeB00004755-RA	3355.3	1913	https://www.orthodb.org/v10?query=610at7147	Leucine-rich repeat
612at7147	Complete	DkoeB00012223-RA	3098.7	1757	https://www.orthodb.org/v10?query=612at7147	CCR4-NOT transcription complex, subunit
626at7147	Complete	DkoeB00008241-RA	2451.0	2046	https://www.orthodb.org/v10?query=626at7147	Immunoglobulin-like domain
648at7147	Complete	DkoeB00011303-RA	4151.5	2056	https://www.orthodb.org/v10?query=648at7147	Spectrin beta chain
698at7147	Complete	DkoeB00001963-RA	4355.0	2280	https://www.orthodb.org/v10?query=698at7147	FERM domain
729at7147	Complete	DkoeB00002775-RA	3902.1	1889	https://www.orthodb.org/v10?query=729at7147	putative U5 small nuclear ribonucleoprotein 200 kDa helicase
745at7147	Complete	DkoeB00000535-RA	2676.0	1531	https://www.orthodb.org/v10?query=745at7147	EGF-like calcium-binding, conserved site
762at7147	Missing
765at7147	Complete	DkoeB00006108-RA	2230.0	1990	https://www.orthodb.org/v10?query=765at7147	small subunit processome component 20 homolog
784at7147	Complete	DkoeB00003675-RA	3113.8	1703	https://www.orthodb.org/v10?query=784at7147	Dedicator of cytokinesis
811at7147	Complete	DkoeB00007179-RA	3950.5	1909	https://www.orthodb.org/v10?query=811at7147	Acetyl-CoA carboxylase
814at7147	Complete	DkoeB00001136-RA	1674.3	1566	https://www.orthodb.org/v10?query=814at7147	serine/threonine-protein kinase Smg1
824at7147	Complete	DkoeB00000785-RA	2191.7	1128	https://www.orthodb.org/v10?query=824at7147	Carbamoyl-phosphate synthase small subunit, N-terminal domain
839at7147	Complete	DkoeB00004970-RA	1937.3	1373	https://www.orthodb.org/v10?query=839at7147	cadherin-89D
860at7147	Complete	DkoeB00001467-RA	1411.5	912	https://www.orthodb.org/v10?query=860at7147	Mediator of RNA polymerase II transcription subunit 13
869at7147	Complete	DkoeB00005090-RA	3472.8	1977	https://www.orthodb.org/v10?query=869at7147	protein unc-79 homolog isoform X1
889at7147	Complete	DkoeB00000465-RA	2768.6	1714	https://www.orthodb.org/v10?query=889at7147	tetratricopeptide repeat protein 28
898at7147	Complete	DkoeB00011008-RA	896.1	1146	https://www.orthodb.org/v10?query=898at7147	Tyrosine-protein kinase receptor
920at7147	Complete	DkoeB00002695-RA	3480.6	1758	https://www.orthodb.org/v10?query=920at7147	Glutamate synthase, alpha subunit, C-terminal
967at7147	Complete	DkoeB00007908-RA	3354.6	1800	https://www.orthodb.org/v10?query=967at7147	HEAT repeat-containing protein 5B isoform X1
969at7147	Complete	DkoeB00000492-RA	1780.7	1813	https://www.orthodb.org/v10?query=969at7147	uncharacterized protein LOC108023667
976at7147	Complete	DkoeB00004912-RA	2707.3	1587	https://www.orthodb.org/v10?query=976at7147	endoribonuclease Dcr-1
977at7147	Missing
981at7147	Complete	DkoeB00005832-RA	2042.6	1466	https://www.orthodb.org/v10?query=981at7147	PDZ domain
1009at7147	Complete	DkoeB00012701-RA	2610.0	2529	https://www.orthodb.org/v10?query=1009at7147	apolipophorins
1015at7147	Complete	DkoeB00008355-RA	1434.1	1481	https://www.orthodb.org/v10?query=1015at7147	Zinc finger, RanBP2-type
1017at7147	Complete	DkoeB00010159-RA	1637.8	2983	https://www.orthodb.org/v10?query=1017at7147	SHARP, RNA recognition motif 2
1064at7147	Complete	DkoeB00007555-RA	2451.0	1391	https://www.orthodb.org/v10?query=1064at7147	WD40 repeat
1082at7147	Complete	DkoeB00008987-RA	1545.9	1154	https://www.orthodb.org/v10?query=1082at7147	GTPase-activating protein CdGAPr
1099at7147	Complete	DkoeB00006286-RA	2347.3	1524	https://www.orthodb.org/v10?query=1099at7147	proteasome-associated protein ECM29 homolog
1122at7147	Complete	DkoeB00007029-RA	2158.0	1261	https://www.orthodb.org/v10?query=1122at7147	SNF2-related, N-terminal domain
1142at7147	Complete	DkoeB00001112-RA	1913.1	1485	https://www.orthodb.org/v10?query=1142at7147	Nuclear pore complex protein Nup205
1152at7147	Complete	DkoeB00001874-RA	1048.6	956	https://www.orthodb.org/v10?query=1152at7147	BTB/POZ domain
1190at7147	Complete	DkoeB00004921-RA	3255.5	1727	https://www.orthodb.org/v10?query=1190at7147	activating signal cointegrator 1 complex subunit 3
1204at7147	Complete	DkoeB00005807-RA	2405.5	1518	https://www.orthodb.org/v10?query=1204at7147	SNF2-related, N-terminal domain
1216at7147	Complete	DkoeB00005913-RA	2768.9	1377	https://www.orthodb.org/v10?query=1216at7147	WD40-repeat-containing domain
1224at7147	Complete	DkoeB00004947-RA	3429.9	1793	https://www.orthodb.org/v10?query=1224at7147	DNA polymerase epsilon catalytic subunit
1246at7147	Complete	DkoeB00009061-RA	2902.4	1434	https://www.orthodb.org/v10?query=1246at7147	Sec7, C-terminal
1270at7147	Complete	DkoeB00010872-RA	2843.3	1364	https://www.orthodb.org/v10?query=1270at7147	neurexin-1 isoform X1
1273at7147	Complete	DkoeB00010597-RA	2416.5	1398	https://www.orthodb.org/v10?query=1273at7147	probable Rho GTPase-activating protein CG5521 isoform X1
1288at7147	Complete	DkoeB00007401-RA	2964.1	1587	https://www.orthodb.org/v10?query=1288at7147	L(2) long form, putative
1297at7147	Complete	DkoeB00007060-RA	1580.0	1633	https://www.orthodb.org/v10?query=1297at7147	nucleoprotein TPR
1314at7147	Complete	DkoeB00010754-RA	1667.2	1271	https://www.orthodb.org/v10?query=1314at7147	Regulator of chromosome condensation 1/beta-lactamase-inhibitor protein II
1378at7147	Complete	DkoeB00000727-RA	2918.1	1420	https://www.orthodb.org/v10?query=1378at7147	Clathrin heavy chain
1388at7147	Complete	DkoeB00009182-RA	2089.4	1252	https://www.orthodb.org/v10?query=1388at7147	Nipped-B protein
1424at7147	Complete	DkoeB00005843-RA	1492.7	1489	https://www.orthodb.org/v10?query=1424at7147	FYVE zinc finger
1448at7147	Complete	DkoeB00008795-RA	1636.6	1074	https://www.orthodb.org/v10?query=1448at7147	Sushi/SCR/CCP domain
1460at7147	Complete	DkoeB00009495-RA	2061.3	1232	https://www.orthodb.org/v10?query=1460at7147	Neuralized
1492at7147	Missing
1519at7147	Complete	DkoeB00005194-RA	1294.7	1409	https://www.orthodb.org/v10?query=1519at7147	ectopic P granules protein 5 homolog
1524at7147	Complete	DkoeB00005856-RA	2613.0	1713	https://www.orthodb.org/v10?query=1524at7147	EGF-like calcium-binding, conserved site
1539at7147	Complete	DkoeB00012784-RA	2500.3	1260	https://www.orthodb.org/v10?query=1539at7147	WD40-repeat-containing domain
1545at7147	Complete	DkoeB00002662-RA	3268.1	1828	https://www.orthodb.org/v10?query=1545at7147	protein KIAA0100
1553at7147	Fragmented	DkoeB00014476-RA	330.2	371	https://www.orthodb.org/v10?query=1553at7147	Autophagy-related, C-terminal
1616at7147	Complete	DkoeB00007508-RA	2764.1	1809	https://www.orthodb.org/v10?query=1616at7147	protein dopey-1 homolog
1629at7147	Complete	DkoeB00003873-RA	2283.2	1535	https://www.orthodb.org/v10?query=1629at7147	WD40-repeat-containing domain
1636at7147	Complete	DkoeB00010367-RA	2716.5	1572	https://www.orthodb.org/v10?query=1636at7147	Dedicator of cytokinesis
1674at7147	Complete	DkoeB00001774-RA	2600.2	2188	https://www.orthodb.org/v10?query=1674at7147	Nucleosome-remodeling factor subunit NURF301
1712at7147	Complete	DkoeB00001009-RA	2993.0	1549	https://www.orthodb.org/v10?query=1712at7147	Immunoglobulin-like domain
1727at7147	Complete	DkoeB00009875-RA	2712.6	1416	https://www.orthodb.org/v10?query=1727at7147	Alpha-2-macroglobulin, N-terminal
1738at7147	Complete	DkoeB00010813-RA	1827.5	1151	https://www.orthodb.org/v10?query=1738at7147	Thyroglobulin type-1
1739at7147	Complete	DkoeB00009873-RA	2386.5	1288	https://www.orthodb.org/v10?query=1739at7147	Protein MON2
1759at7147	Complete	DkoeB00001276-RA	800.7	523	https://www.orthodb.org/v10?query=1759at7147	DEP domain-containing protein 5 isoform X1
1786at7147	Complete	DkoeB00013077-RA	2169.0	1429	https://www.orthodb.org/v10?query=1786at7147	ABC transporter A
1789at7147	Missing
1846at7147	Complete	DkoeB00001645-RA	2262.1	1178	https://www.orthodb.org/v10?query=1846at7147	Dbl homology (DH) domain
1858at7147	Complete	DkoeB00008891-RA	1945.1	1353	https://www.orthodb.org/v10?query=1858at7147	disks large homolog 5
1898at7147	Fragmented	DkoeB00000036-RA	702.8	397	https://www.orthodb.org/v10?query=1898at7147	E3 ubiquitin-protein ligase UBR1
1926at7147	Complete	DkoeB00006767-RA	2058.0	1307	https://www.orthodb.org/v10?query=1926at7147	DNA-directed RNA polymerase subunit
1957at7147	Complete	DkoeB00001038-RA	2031.7	1204	https://www.orthodb.org/v10?query=1957at7147	Rho GTPase-activating protein domain
1962at7147	Complete	DkoeB00009059-RA	1187.5	1045	https://www.orthodb.org/v10?query=1962at7147	ABC transporter A
1967at7147	Complete	DkoeB00000803-RA	1825.1	1282	https://www.orthodb.org/v10?query=1967at7147	anaphase-promoting complex subunit 1
1975at7147	Complete	DkoeB00000205-RA	3085.3	1469	https://www.orthodb.org/v10?query=1975at7147	Voltage-gated ion channel
2004at7147	Complete	DkoeB00003715-RA	429.4	251	https://www.orthodb.org/v10?query=2004at7147	PH-like domain superfamily
2027at7147	Complete	DkoeB00001770-RA	1225.4	801	https://www.orthodb.org/v10?query=2027at7147	Sterile alpha motif domain
2048at7147	Complete	DkoeB00004243-RA	3171.4	1740	https://www.orthodb.org/v10?query=2048at7147	Chitin binding domain
2092at7147	Fragmented	DkoeB00001000-RA	1368.4	708	https://www.orthodb.org/v10?query=2092at7147	zinc finger SWIM domain-containing protein 8
2104at7147	Complete	DkoeB00008994-RA	2480.9	1525	https://www.orthodb.org/v10?query=2104at7147	Fibronectin type III
2109at7147	Complete	DkoeB00003189-RA	1928.3	1167	https://www.orthodb.org/v10?query=2109at7147	WD40/YVTN repeat-like-containing domain superfamily
2118at7147	Complete	DkoeB00005808-RA	1826.8	1362	https://www.orthodb.org/v10?query=2118at7147	Cadherin
2164at7147	Complete	DkoeB00000207-RA	1356.0	894	https://www.orthodb.org/v10?query=2164at7147	Adenylyl cyclase class-3/4/guanylyl cyclase
2199at7147	Complete	DkoeB00007983-RA	2506.3	1468	https://www.orthodb.org/v10?query=2199at7147	myotubularin-related protein 13
2200at7147	Complete	DkoeB00001022-RA	2351.8	1191	https://www.orthodb.org/v10?query=2200at7147	DNA-directed RNA polymerase subunit
2213at7147	Complete	DkoeB00004706-RA	1802.3	1201	https://www.orthodb.org/v10?query=2213at7147	eIF-2-alpha kinase GCN2
2232at7147	Complete	DkoeB00000200-RA	1784.8	1148	https://www.orthodb.org/v10?query=2232at7147	carboxypeptidase D isoform X1
2233at7147	Complete	DkoeB00004171-RA	2665.9	1273	https://www.orthodb.org/v10?query=2233at7147	dual oxidase
2249at7147	Complete	DkoeB00012269-RA	2000.4	1473	https://www.orthodb.org/v10?query=2249at7147	nucleoporin NUP188 homolog
2257at7147	Complete	DkoeB00013056-RA	727.0	767	https://www.orthodb.org/v10?query=2257at7147	Zinc finger C2H2 superfamily
2273at7147	Complete	DkoeB00003120-RA	2150.4	1220	https://www.orthodb.org/v10?query=2273at7147	Ankyrin repeat-containing domain
2274at7147	Complete	DkoeB00009815-RA	1906.0	1133	https://www.orthodb.org/v10?query=2274at7147	Immunoglobulin-like domain
2293at7147	Complete	DkoeB00007598-RA	2740.3	1374	https://www.orthodb.org/v10?query=2293at7147	Kinesin
2302at7147	Complete	DkoeB00006865-RA	1968.4	1209	https://www.orthodb.org/v10?query=2302at7147	Cadherin
2306at7147	Complete	DkoeB00002731-RA	1484.8	973	https://www.orthodb.org/v10?query=2306at7147	Leucine-rich repeat
2315at7147	Complete	DkoeB00002394-RA	921.1	726	https://www.orthodb.org/v10?query=2315at7147	Ubiquitin specific protease, conserved site
2334at7147	Missing
2361at7147	Complete	DkoeB00007917-RA	1715.6	1118	https://www.orthodb.org/v10?query=2361at7147	DNA polymerase
2377at7147	Complete	DkoeB00008916-RA	1449.0	1141	https://www.orthodb.org/v10?query=2377at7147	nuclear pore complex protein Nup160 homolog
2383at7147	Complete	DkoeB00009478-RA	1662.9	910	https://www.orthodb.org/v10?query=2383at7147	Ankyrin repeat-containing domain
2390at7147	Complete	DkoeB00011623-RA	2294.1	1271	https://www.orthodb.org/v10?query=2390at7147	Leucine-rich repeat
2407at7147	Complete	DkoeB00009532-RA	1561.5	991	https://www.orthodb.org/v10?query=2407at7147	guanine nucleotide exchange factor subunit Rich
2421at7147	Complete	DkoeB00004488-RA	2113.7	1100	https://www.orthodb.org/v10?query=2421at7147	protein mesh isoform X1
2437at7147	Complete	DkoeB00010349-RA	1220.5	610	https://www.orthodb.org/v10?query=2437at7147	Immunoglobulin-like domain
2459at7147	Complete	DkoeB00012309-RA	2170.8	1145	https://www.orthodb.org/v10?query=2459at7147	transient receptor potential cation channel trpm isoform X1
2483at7147	Complete	DkoeB00008796-RA	1557.6	1049	https://www.orthodb.org/v10?query=2483at7147	WD40 repeat
2497at7147	Complete	DkoeB00006474-RA	2087.1	1385	https://www.orthodb.org/v10?query=2497at7147	integrator complex subunit 1
2501at7147	Complete	DkoeB00003427-RA	2147.9	1414	https://www.orthodb.org/v10?query=2501at7147	WD40-repeat-containing domain
2540at7147	Complete	DkoeB00012186-RA	1166.7	591	https://www.orthodb.org/v10?query=2540at7147	Ferric reductase, NAD binding domain
2590at7147	Complete	DkoeB00008096-RA	1033.2	783	https://www.orthodb.org/v10?query=2590at7147	Ubiquitin-conjugating enzyme E2
2598at7147	Complete	DkoeB00005171-RA	1457.1	932	https://www.orthodb.org/v10?query=2598at7147	Unconventional myosin 95e isoform
2625at7147	Complete	DkoeB00008394-RA	1808.5	1060	https://www.orthodb.org/v10?query=2625at7147	Zinc finger, RING/FYVE/PHD-type
2656at7147	Missing
2661at7147	Complete	DkoeB00003946-RA	1460.2	1018	https://www.orthodb.org/v10?query=2661at7147	Leucine-rich repeat
2687at7147	Complete	DkoeB00001063-RA	2293.1	1433	https://www.orthodb.org/v10?query=2687at7147	Rab3 GDP-GTP exchange factor, isoform G
2714at7147	Complete	DkoeB00010972-RA	2364.4	1117	https://www.orthodb.org/v10?query=2714at7147	Cytoplasmic FMR1-interacting protein
2750at7147	Complete	DkoeB00002165-RA	2224.2	1082	https://www.orthodb.org/v10?query=2750at7147	WD40/YVTN repeat-like-containing domain superfamily
2752at7147	Complete	DkoeB00012800-RA	2119.1	1046	https://www.orthodb.org/v10?query=2752at7147	Phosphorylase b kinase regulatory subunit
2768at7147	Complete	DkoeB00002500-RA	2261.9	1320	https://www.orthodb.org/v10?query=2768at7147	Laminin, N-terminal
2780at7147	Complete	DkoeB00002901-RA	1692.8	1051	https://www.orthodb.org/v10?query=2780at7147	trafficking protein particle complex subunit 8
2789at7147	Complete	DkoeB00005859-RA	1063.9	991	https://www.orthodb.org/v10?query=2789at7147	protein RRP5 homolog
2817at7147	Complete	DkoeB00002353-RA	2536.3	2248	https://www.orthodb.org/v10?query=2817at7147	WD40-repeat-containing domain
2831at7147	Missing
2841at7147	Complete	DkoeB00003333-RA	1043.2	794	https://www.orthodb.org/v10?query=2841at7147	Leucine-rich repeat
2843at7147	Complete	DkoeB00002658-RA	1542.6	967	https://www.orthodb.org/v10?query=2843at7147	trafficking protein particle complex subunit 11
2889at7147	Complete	DkoeB00009088-RA	1635.4	1001	https://www.orthodb.org/v10?query=2889at7147	protein brunelleschi
2891at7147	Complete	DkoeB00004879-RA	2089.6	1062	https://www.orthodb.org/v10?query=2891at7147	myosin heavy chain 95F isoform X1
2918at7147	Complete	DkoeB00011576-RA	2185.6	1220	https://www.orthodb.org/v10?query=2918at7147	Sec7 domain
2948at7147	Complete	DkoeB00011288-RA	939.4	764	https://www.orthodb.org/v10?query=2948at7147	Zinc finger C2H2 superfamily
2953at7147	Complete	DkoeB00004737-RA	2527.3	1423	https://www.orthodb.org/v10?query=2953at7147	Ankyrin repeat-containing domain
2987at7147	Complete	DkoeB00005500-RA	2103.1	1304	https://www.orthodb.org/v10?query=2987at7147	High mobility group box domain
3013at7147	Complete	DkoeB00009928-RA	447.1	1317	https://www.orthodb.org/v10?query=3013at7147	Sperm-tail PG-rich repeat
3067at7147	Complete	DkoeB00004021-RA	1621.2	929	https://www.orthodb.org/v10?query=3067at7147	voltage-dependent calcium channel subunit alpha-2/delta-3
3077at7147	Complete	DkoeB00003735-RA	1414.8	1236	https://www.orthodb.org/v10?query=3077at7147	Protein SOGA
3078at7147	Complete	DkoeB00006918-RA	2283.2	1280	https://www.orthodb.org/v10?query=3078at7147	Glycogen debranching enzyme
3095at7147	Complete	DkoeB00005635-RA	2286.8	1323	https://www.orthodb.org/v10?query=3095at7147	Diacylglycerol kinase
3096at7147	Complete	DkoeB00004900-RA	2523.4	1574	https://www.orthodb.org/v10?query=3096at7147	cadherin-23
3107at7147	Complete	DkoeB00007071-RA	1938.5	1106	https://www.orthodb.org/v10?query=3107at7147	Mediator of RNA polymerase II transcription subunit 23
3153at7147	Complete	DkoeB00008023-RA	1725.9	982	https://www.orthodb.org/v10?query=3153at7147	Mitogen activated protein kinase kinase kinase 5, mapkkk5, mekk5
3183at7147	Complete	DkoeB00012838-RA	1504.2	907	https://www.orthodb.org/v10?query=3183at7147	type I inositol 3,4-bisphosphate 4-phosphatase
3196at7147	Missing
3208at7147	Complete	DkoeB00011850-RA	1502.0	883	https://www.orthodb.org/v10?query=3208at7147	WD40-repeat-containing domain
3236at7147	Complete	DkoeB00007106-RA	1450.3	818	https://www.orthodb.org/v10?query=3236at7147	Paired amphipathic helix
3250at7147	Complete	DkoeB00003396-RA	2040.6	1064	https://www.orthodb.org/v10?query=3250at7147	Haem peroxidase
3264at7147	Complete	DkoeB00010886-RA	1574.5	1042	https://www.orthodb.org/v10?query=3264at7147	Leucine-rich repeat
3275at7147	Complete	DkoeB00012218-RA	1910.4	1350	https://www.orthodb.org/v10?query=3275at7147	plectin isoform X1
3283at7147	Complete	DkoeB00009523-RA	1797.5	1326	https://www.orthodb.org/v10?query=3283at7147	tuberin
3371at7147	Complete	DkoeB00000872-RA	2692.7	1510	https://www.orthodb.org/v10?query=3371at7147	Sec7 domain
3394at7147	Complete	DkoeB00010977-RA	1554.4	899	https://www.orthodb.org/v10?query=3394at7147	Ankyrin repeat-containing domain
3420at7147	Complete	DkoeB00011559-RA	2490.1	1376	https://www.orthodb.org/v10?query=3420at7147	Low-density lipoprotein (LDL) receptor class A, conserved site
3422at7147	Complete	DkoeB00000296-RA	1767.9	937	https://www.orthodb.org/v10?query=3422at7147	protein retinal degeneration B isoform X1
3429at7147	Complete	DkoeB00004280-RA	1557.2	879	https://www.orthodb.org/v10?query=3429at7147	Ras guanine-nucleotide exchange factor catalytic domain superfamily
3440at7147	Complete	DkoeB00005178-RA	2561.7	1644	https://www.orthodb.org/v10?query=3440at7147	rootletin
3442at7147	Complete	DkoeB00003681-RA	1885.2	998	https://www.orthodb.org/v10?query=3442at7147	Aminoacyl-tRNA synthetase, class Ia
3445at7147	Complete	DkoeB00002862-RA	2138.2	1252	https://www.orthodb.org/v10?query=3445at7147	UDP-glucose:glycoprotein glucosyltransferase
3469at7147	Complete	DkoeB00007566-RA	1772.1	1054	https://www.orthodb.org/v10?query=3469at7147	K Homology domain, type 1
3500at7147	Complete	DkoeB00001049-RA	547.7	2447	https://www.orthodb.org/v10?query=3500at7147	protein lava lamp
3505at7147	Complete	DkoeB00001953-RA	2096.8	1040	https://www.orthodb.org/v10?query=3505at7147	neurexin-4 isoform X1
3510at7147	Complete	DkoeB00004904-RA	1151.3	895	https://www.orthodb.org/v10?query=3510at7147	EGF-like, conserved site
3521at7147	Complete	DkoeB00001835-RA	1997.0	1042	https://www.orthodb.org/v10?query=3521at7147	WD40-repeat-containing domain
3551at7147	Complete	DkoeB00005273-RA	1058.5	609	https://www.orthodb.org/v10?query=3551at7147	Guanylate cyclase
3553at7147	Complete	DkoeB00008571-RA	2316.2	1339	https://www.orthodb.org/v10?query=3553at7147	Transcription initiation factor TFIID subunit
3556at7147	Complete	DkoeB00012480-RA	1440.0	998	https://www.orthodb.org/v10?query=3556at7147	Zinc finger, PHD-type
3560at7147	Complete	DkoeB00012305-RA	1025.0	670	https://www.orthodb.org/v10?query=3560at7147	Rab-GTPase-TBC domain
3562at7147	Complete	DkoeB00002651-RA	984.7	755	https://www.orthodb.org/v10?query=3562at7147	Immunoglobulin-like domain
3585at7147	Complete	DkoeB00006672-RA	1530.3	1013	https://www.orthodb.org/v10?query=3585at7147	Condensin complex subunit 1
3601at7147	Complete	DkoeB00004722-RA	1791.3	1094	https://www.orthodb.org/v10?query=3601at7147	WD40-repeat-containing domain
3605at7147	Complete	DkoeB00000163-RA	1231.6	723	https://www.orthodb.org/v10?query=3605at7147	Cyclic nucleotide-binding, conserved site
3644at7147	Complete	DkoeB00006270-RA	2139.3	1220	https://www.orthodb.org/v10?query=3644at7147	cleavage and polyadenylation specificity factor subunit 1
3647at7147	Complete	DkoeB00003210-RA	1636.2	938	https://www.orthodb.org/v10?query=3647at7147	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
3679at7147	Complete	DkoeB00010085-RA	1770.6	985	https://www.orthodb.org/v10?query=3679at7147	Cation-transporting ATPase
3700at7147	Complete	DkoeB00003127-RA	793.6	812	https://www.orthodb.org/v10?query=3700at7147	tRNA (guanine-N(7)-)-methyltransferase
3707at7147	Complete	DkoeB00012843-RA	1532.5	972	https://www.orthodb.org/v10?query=3707at7147	rapamycin-insensitive companion of mTOR
3716at7147	Complete	DkoeB00001030-RA	2807.9	1616	https://www.orthodb.org/v10?query=3716at7147	Transcription elongation factor spt6
3724at7147	Complete	DkoeB00009829-RA	1399.6	770	https://www.orthodb.org/v10?query=3724at7147	ring canal kelch protein
3746at7147	Complete	DkoeB00002550-RA	1222.4	1181	https://www.orthodb.org/v10?query=3746at7147	formin-J
3753at7147	Complete	DkoeB00006196-RA	2090.3	982	https://www.orthodb.org/v10?query=3753at7147	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
3786at7147	Complete	DkoeB00012980-RA	1736.8	1234	https://www.orthodb.org/v10?query=3786at7147	maestro heat-like repeat-containing protein family member 1
3789at7147	Complete	DkoeB00006718-RA	938.7	885	https://www.orthodb.org/v10?query=3789at7147	C2 domain
3831at7147	Complete	DkoeB00003201-RA	1187.1	912	https://www.orthodb.org/v10?query=3831at7147	FERM domain
3841at7147	Missing
3842at7147	Complete	DkoeB00011886-RA	1210.5	963	https://www.orthodb.org/v10?query=3842at7147	FANCI solenoid 2 domain
3861at7147	Complete	DkoeB00005369-RA	1594.4	908	https://www.orthodb.org/v10?query=3861at7147	helicase SKI2W
3868at7147	Missing
3869at7147	Complete	DkoeB00011908-RA	761.9	832	https://www.orthodb.org/v10?query=3869at7147	Paired amphipathic helix
3884at7147	Complete	DkoeB00006061-RA	1312.1	1122	https://www.orthodb.org/v10?query=3884at7147	Sterile alpha motif domain
3915at7147	Missing
3921at7147	Complete	DkoeB00005281-RA	1339.0	981	https://www.orthodb.org/v10?query=3921at7147	Histone-lysine N-methyltransferase, H3 lysine-79 specific
