# BUSCO version is: 4.1.4 
# The lineage dataset is: diptera_odb10 (Creation date: 2020-08-05, number of species: 56, number of BUSCOs: 3285)
# Busco id	Status	Sequence	Score	Length	OrthoDB url	Description
2004at7147	Complete	Dato10541-RA	430.0	251	https://www.orthodb.org/v10?query=2004at7147	PH-like domain superfamily
2027at7147	Complete	Dato03569-RA	1231.3	901	https://www.orthodb.org/v10?query=2027at7147	Sterile alpha motif domain
2048at7147	Complete	Dato15315-RA	3176.0	1739	https://www.orthodb.org/v10?query=2048at7147	Chitin binding domain
2092at7147	Complete	Dato15792-RA	2125.9	1127	https://www.orthodb.org/v10?query=2092at7147	zinc finger SWIM domain-containing protein 8
2104at7147	Complete	Dato15146-RA	2476.6	1569	https://www.orthodb.org/v10?query=2104at7147	Fibronectin type III
2109at7147	Complete	Dato13699-RA	1929.0	1167	https://www.orthodb.org/v10?query=2109at7147	WD40/YVTN repeat-like-containing domain superfamily
2118at7147	Complete	Dato02304-RA	1832.4	1400	https://www.orthodb.org/v10?query=2118at7147	Cadherin
2164at7147	Missing
2199at7147	Complete	Dato02567-RA	2506.5	1468	https://www.orthodb.org/v10?query=2199at7147	myotubularin-related protein 13
2200at7147	Complete	Dato16353-RA	2349.0	1182	https://www.orthodb.org/v10?query=2200at7147	DNA-directed RNA polymerase subunit
2213at7147	Complete	Dato00977-RA	1740.4	1162	https://www.orthodb.org/v10?query=2213at7147	eIF-2-alpha kinase GCN2
2232at7147	Complete	Dato14141-RA	1786.7	1158	https://www.orthodb.org/v10?query=2232at7147	carboxypeptidase D isoform X1
2233at7147	Complete	Dato14544-RA	2665.9	1273	https://www.orthodb.org/v10?query=2233at7147	dual oxidase
2249at7147	Complete	Dato12890-RA	2001.4	1473	https://www.orthodb.org/v10?query=2249at7147	nucleoporin NUP188 homolog
2257at7147	Fragmented	Dato14577-RA	479.8	295	https://www.orthodb.org/v10?query=2257at7147	Zinc finger C2H2 superfamily
2273at7147	Complete	Dato14870-RA	2173.9	1220	https://www.orthodb.org/v10?query=2273at7147	Ankyrin repeat-containing domain
2274at7147	Complete	Dato06067-RA	1854.2	1130	https://www.orthodb.org/v10?query=2274at7147	Immunoglobulin-like domain
2293at7147	Missing
2302at7147	Complete	Dato12124-RA	695.0	1113	https://www.orthodb.org/v10?query=2302at7147	Cadherin
2306at7147	Complete	Dato04561-RA	1483.5	982	https://www.orthodb.org/v10?query=2306at7147	Leucine-rich repeat
2315at7147	Complete	Dato04205-RA	873.4	693	https://www.orthodb.org/v10?query=2315at7147	Ubiquitin specific protease, conserved site
2334at7147	Complete	Dato07034-RA	1506.6	859	https://www.orthodb.org/v10?query=2334at7147	Tyrosine-protein kinase receptor
2361at7147	Complete	Dato01956-RA	1719.2	1121	https://www.orthodb.org/v10?query=2361at7147	DNA polymerase
2377at7147	Complete	Dato14073-RA	1411.7	1121	https://www.orthodb.org/v10?query=2377at7147	nuclear pore complex protein Nup160 homolog
2383at7147	Complete	Dato06400-RA	1663.9	910	https://www.orthodb.org/v10?query=2383at7147	Ankyrin repeat-containing domain
2390at7147	Complete	Dato14234-RA	2296.6	1271	https://www.orthodb.org/v10?query=2390at7147	Leucine-rich repeat
2407at7147	Complete	Dato06345-RA	1562.5	1003	https://www.orthodb.org/v10?query=2407at7147	guanine nucleotide exchange factor subunit Rich
2421at7147	Complete	Dato00752-RA	2102.4	1034	https://www.orthodb.org/v10?query=2421at7147	protein mesh isoform X1
2437at7147	Complete	Dato12624-RA	1222.1	610	https://www.orthodb.org/v10?query=2437at7147	Immunoglobulin-like domain
2459at7147	Complete	Dato12933-RA	2139.9	1147	https://www.orthodb.org/v10?query=2459at7147	transient receptor potential cation channel trpm isoform X1
2483at7147	Complete	Dato12025-RA	1556.0	1047	https://www.orthodb.org/v10?query=2483at7147	WD40 repeat
2497at7147	Complete	Dato05717-RA	2090.0	1390	https://www.orthodb.org/v10?query=2497at7147	integrator complex subunit 1
2501at7147	Complete	Dato14625-RA	2093.5	1414	https://www.orthodb.org/v10?query=2501at7147	WD40-repeat-containing domain
2540at7147	Complete	Dato12804-RA	1167.3	591	https://www.orthodb.org/v10?query=2540at7147	Ferric reductase, NAD binding domain
2590at7147	Complete	Dato01860-RA	1033.5	781	https://www.orthodb.org/v10?query=2590at7147	Ubiquitin-conjugating enzyme E2
2598at7147	Complete	Dato01419-RA	1459.1	934	https://www.orthodb.org/v10?query=2598at7147	Unconventional myosin 95e isoform
2625at7147	Complete	Dato02860-RA	1807.7	1059	https://www.orthodb.org/v10?query=2625at7147	Zinc finger, RING/FYVE/PHD-type
2656at7147	Complete	Dato16497-RA	1007.7	853	https://www.orthodb.org/v10?query=2656at7147	BRCT domain
2661at7147	Complete	Dato17068-RA	1391.8	984	https://www.orthodb.org/v10?query=2661at7147	Leucine-rich repeat
2687at7147	Complete	Dato14699-RA	2297.4	1411	https://www.orthodb.org/v10?query=2687at7147	Rab3 GDP-GTP exchange factor, isoform G
2714at7147	Complete	Dato00009-RA	2364.5	1117	https://www.orthodb.org/v10?query=2714at7147	Cytoplasmic FMR1-interacting protein
2750at7147	Complete	Dato03973-RA	2174.2	1082	https://www.orthodb.org/v10?query=2750at7147	WD40/YVTN repeat-like-containing domain superfamily
2752at7147	Complete	Dato16549-RA	1956.0	1030	https://www.orthodb.org/v10?query=2752at7147	Phosphorylase b kinase regulatory subunit
2768at7147	Complete	Dato04319-RA	2264.2	1297	https://www.orthodb.org/v10?query=2768at7147	Laminin, N-terminal
2780at7147	Complete	Dato04723-RA	1688.3	1050	https://www.orthodb.org/v10?query=2780at7147	trafficking protein particle complex subunit 8
2789at7147	Complete	Dato02259-RA	1061.5	977	https://www.orthodb.org/v10?query=2789at7147	protein RRP5 homolog
2817at7147	Fragmented	Dato04163-RA	1592.3	952	https://www.orthodb.org/v10?query=2817at7147	WD40-repeat-containing domain
2831at7147	Missing
2841at7147	Complete	Dato15538-RA	1041.9	795	https://www.orthodb.org/v10?query=2841at7147	Leucine-rich repeat
2843at7147	Fragmented	Dato04486-RA	1180.5	675	https://www.orthodb.org/v10?query=2843at7147	trafficking protein particle complex subunit 11
2889at7147	Complete	Dato14295-RA	1591.2	975	https://www.orthodb.org/v10?query=2889at7147	protein brunelleschi
2891at7147	Complete	Dato01143-RA	2085.4	1062	https://www.orthodb.org/v10?query=2891at7147	myosin heavy chain 95F isoform X1
2918at7147	Complete	Dato13882-RA	2180.3	1207	https://www.orthodb.org/v10?query=2918at7147	Sec7 domain
2948at7147	Complete	Dato07584-RA	937.7	786	https://www.orthodb.org/v10?query=2948at7147	Zinc finger C2H2 superfamily
2953at7147	Complete	Dato01008-RA	2526.5	1423	https://www.orthodb.org/v10?query=2953at7147	Ankyrin repeat-containing domain
2987at7147	Complete	Dato02697-RA	2103.5	1302	https://www.orthodb.org/v10?query=2987at7147	High mobility group box domain
3013at7147	Complete	Dato12200-RA	559.8	2001	https://www.orthodb.org/v10?query=3013at7147	Sperm-tail PG-rich repeat
3067at7147	Complete	Dato15849-RA	1620.4	929	https://www.orthodb.org/v10?query=3067at7147	voltage-dependent calcium channel subunit alpha-2/delta-3
3077at7147	Complete	Dato10520-RA	994.1	863	https://www.orthodb.org/v10?query=3077at7147	Protein SOGA
3078at7147	Complete	Dato05425-RA	2286.0	1280	https://www.orthodb.org/v10?query=3078at7147	Glycogen debranching enzyme
3095at7147	Complete	Dato02490-RA	1199.0	836	https://www.orthodb.org/v10?query=3095at7147	Diacylglycerol kinase
3096at7147	Complete	Dato01160-RA	2514.2	1567	https://www.orthodb.org/v10?query=3096at7147	cadherin-23
3107at7147	Complete	Dato05270-RA	1934.8	1106	https://www.orthodb.org/v10?query=3107at7147	Mediator of RNA polymerase II transcription subunit 23
3153at7147	Complete	Dato02604-RA	1723.3	982	https://www.orthodb.org/v10?query=3153at7147	Mitogen activated protein kinase kinase kinase 5, mapkkk5, mekk5
3183at7147	Complete	Dato16564-RA	1499.8	911	https://www.orthodb.org/v10?query=3183at7147	type I inositol 3,4-bisphosphate 4-phosphatase
3196at7147	Complete	Dato02499-RA	1400.6	775	https://www.orthodb.org/v10?query=3196at7147	Diacylglycerol kinase
3208at7147	Complete	Dato07140-RA	1505.0	882	https://www.orthodb.org/v10?query=3208at7147	WD40-repeat-containing domain
3236at7147	Complete	Dato05236-RA	1450.3	818	https://www.orthodb.org/v10?query=3236at7147	Paired amphipathic helix
3250at7147	Complete	Dato14446-RA	2041.6	1064	https://www.orthodb.org/v10?query=3250at7147	Haem peroxidase
3264at7147	Complete	Dato00093-RA	1593.4	1042	https://www.orthodb.org/v10?query=3264at7147	Leucine-rich repeat
3275at7147	Complete	Dato12838-RA	1909.8	1349	https://www.orthodb.org/v10?query=3275at7147	plectin isoform X1
3283at7147	Complete	Dato06354-RA	1504.1	1134	https://www.orthodb.org/v10?query=3283at7147	tuberin
3371at7147	Complete	Dato16369-RA	2690.8	1509	https://www.orthodb.org/v10?query=3371at7147	Sec7 domain
3394at7147	Complete	Dato00004-RA	1524.9	893	https://www.orthodb.org/v10?query=3394at7147	Ankyrin repeat-containing domain
3420at7147	Complete	Dato13866-RA	2490.1	1376	https://www.orthodb.org/v10?query=3420at7147	Low-density lipoprotein (LDL) receptor class A, conserved site
3422at7147	Complete	Dato16169-RA	1767.8	938	https://www.orthodb.org/v10?query=3422at7147	protein retinal degeneration B isoform X1
3429at7147	Complete	Dato16989-RA	1557.1	882	https://www.orthodb.org/v10?query=3429at7147	Ras guanine-nucleotide exchange factor catalytic domain superfamily
3440at7147	Complete	Dato01426-RA	2568.3	1645	https://www.orthodb.org/v10?query=3440at7147	rootletin
3442at7147	Complete	Dato10575-RA	1736.8	953	https://www.orthodb.org/v10?query=3442at7147	Aminoacyl-tRNA synthetase, class Ia
3445at7147	Complete	Dato04686-RA	2135.0	1230	https://www.orthodb.org/v10?query=3445at7147	UDP-glucose:glycoprotein glucosyltransferase
3469at7147	Complete	Dato13635-RA	1767.0	1058	https://www.orthodb.org/v10?query=3469at7147	K Homology domain, type 1
3500at7147	Complete	Dato14910-RA	565.0	2457	https://www.orthodb.org/v10?query=3500at7147	protein lava lamp
3505at7147	Complete	Dato03754-RA	2088.6	1040	https://www.orthodb.org/v10?query=3505at7147	neurexin-4 isoform X1
3510at7147	Complete	Dato01164-RA	1144.1	967	https://www.orthodb.org/v10?query=3510at7147	EGF-like, conserved site
3521at7147	Complete	Dato03636-RA	1996.0	1042	https://www.orthodb.org/v10?query=3521at7147	WD40-repeat-containing domain
3551at7147	Complete	Dato01512-RA	1064.3	618	https://www.orthodb.org/v10?query=3551at7147	Guanylate cyclase
3553at7147	Complete	Dato03023-RA	2314.3	1345	https://www.orthodb.org/v10?query=3553at7147	Transcription initiation factor TFIID subunit
3556at7147	Complete	Dato13584-RA	1440.6	999	https://www.orthodb.org/v10?query=3556at7147	Zinc finger, PHD-type
3560at7147	Complete	Dato12927-RA	1024.8	670	https://www.orthodb.org/v10?query=3560at7147	Rab-GTPase-TBC domain
3562at7147	Complete	Dato04479-RA	985.4	755	https://www.orthodb.org/v10?query=3562at7147	Immunoglobulin-like domain
3585at7147	Complete	Dato05914-RA	1262.5	885	https://www.orthodb.org/v10?query=3585at7147	Condensin complex subunit 1
3601at7147	Complete	Dato00993-RA	1776.4	1087	https://www.orthodb.org/v10?query=3601at7147	WD40-repeat-containing domain
3605at7147	Complete	Dato06006-RA	270.2	439	https://www.orthodb.org/v10?query=3605at7147	Cyclic nucleotide-binding, conserved site
3644at7147	Complete	Dato05512-RA	2139.6	1220	https://www.orthodb.org/v10?query=3644at7147	cleavage and polyadenylation specificity factor subunit 1
3647at7147	Complete	Dato14478-RA	1633.9	938	https://www.orthodb.org/v10?query=3647at7147	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
3679at7147	Complete	Dato12358-RA	1771.5	995	https://www.orthodb.org/v10?query=3679at7147	Cation-transporting ATPase
3700at7147	Complete	Dato16591-RA	790.6	799	https://www.orthodb.org/v10?query=3700at7147	tRNA (guanine-N(7)-)-methyltransferase
3707at7147	Complete	Dato16065-RA	3350.3	2141	https://www.orthodb.org/v10?query=3707at7147	rapamycin-insensitive companion of mTOR
3716at7147	Complete	Dato14888-RA	2811.1	1607	https://www.orthodb.org/v10?query=3716at7147	Transcription elongation factor spt6
3724at7147	Complete	Dato15493-RA	1400.3	773	https://www.orthodb.org/v10?query=3724at7147	ring canal kelch protein
3746at7147	Complete	Dato04377-RA	1217.3	1151	https://www.orthodb.org/v10?query=3746at7147	formin-J
3753at7147	Complete	Dato14022-RA	1939.7	982	https://www.orthodb.org/v10?query=3753at7147	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
3786at7147	Complete	Dato16290-RA	1715.7	1230	https://www.orthodb.org/v10?query=3786at7147	maestro heat-like repeat-containing protein family member 1
3789at7147	Fragmented	Dato05961-RA	653.5	436	https://www.orthodb.org/v10?query=3789at7147	C2 domain
3831at7147	Complete	Dato14487-RA	1088.6	848	https://www.orthodb.org/v10?query=3831at7147	FERM domain
3841at7147	Complete	Dato13887-RA	1510.0	986	https://www.orthodb.org/v10?query=3841at7147	serine/threonine-protein kinase 10 isoform X1
3842at7147	Complete	Dato07102-RA	1210.6	962	https://www.orthodb.org/v10?query=3842at7147	FANCI solenoid 2 domain
3861at7147	Complete	Dato01601-RA	1590.2	905	https://www.orthodb.org/v10?query=3861at7147	helicase SKI2W
3868at7147	Complete	Dato16638-RA	779.1	375	https://www.orthodb.org/v10?query=3868at7147	cytosolic carboxypeptidase NnaD isoform X1
3869at7147	Complete	Dato07077-RA	760.5	840	https://www.orthodb.org/v10?query=3869at7147	Paired amphipathic helix
3884at7147	Complete	Dato06849-RA	1302.3	1028	https://www.orthodb.org/v10?query=3884at7147	Sterile alpha motif domain
3915at7147	Missing
3921at7147	Complete	Dato01520-RA	1355.3	936	https://www.orthodb.org/v10?query=3921at7147	Histone-lysine N-methyltransferase, H3 lysine-79 specific
3935at7147	Complete	Dato02658-RA	1992.3	977	https://www.orthodb.org/v10?query=3935at7147	Calcium-activated potassium channel alpha chain
3937at7147	Complete	Dato00882-RA	1475.8	952	https://www.orthodb.org/v10?query=3937at7147	Zinc finger, MYM-type
4013at7147	Complete	Dato05136-RA	1663.4	949	https://www.orthodb.org/v10?query=4013at7147	Leucine-rich repeat
4015at7147	Fragmented	Dato02770-RA	389.0	417	https://www.orthodb.org/v10?query=4015at7147	Histone-lysine N-methyltransferase
4035at7147	Complete	Dato02989-RA	668.9	453	https://www.orthodb.org/v10?query=4035at7147	Cadherin
4042at7147	Complete	Dato01002-RA	1753.6	948	https://www.orthodb.org/v10?query=4042at7147	Gamma-aminobutyric acid type B receptor subunit 2
4053at7147	Complete	Dato12491-RA	1749.7	917	https://www.orthodb.org/v10?query=4053at7147	Phosphorylase b kinase regulatory subunit
4076at7147	Complete	Dato05385-RA	895.1	1353	https://www.orthodb.org/v10?query=4076at7147	golgin subfamily A member 4
